Sea_Surface_Temperature,Atmospheric_Pressure,Humidity,Wind_Shear,Latitude,Proximity_to_Coastline,Cyclone
26.3209349826,995.7353416871,76.4158730796,19.7356792536,12.9571119809,1.3655071259,1
29.2682882838,987.7370848113,66.8355034956,15.0296482989,16.1352578603,0.7799790937,1
29.0779717328,985.6113124567,72.9471694562,11.3815465792,9.8481946483,1.1106200424,1
27.154522213,997.4371466427,66.174508611,12.2171015278,6.0364707364,0.6344146769,1
26.2534998819,1009.6988069717,72.894153799,17.1481166878,18.6300544445,1.0956387406,1
27.8863047542,992.3552274244,73.9547306617,18.9429371637,24.3005382133,1.2308674752,1
29.7533618273,985.436991985,62.6598506947,16.1168097394,21.8365755352,1.2952673119,1
26.8065092802,984.909678286,66.5706319172,17.2186208035,15.4613084954,1.3772005408,1
27.5697804297,1004.4979831842,77.5653963428,10.6541664414,11.0275574833,1.0027203901,1
26.9288507806,1006.9872371982,75.3556488549,13.1532929167,17.4847599183,1.4398321236,1
28.5108322123,990.0471684397,65.5708829065,16.9103778391,15.6692218395,1.2885972112,1
26.6066995189,989.3516620339,69.9395655926,16.1591943886,16.3977936974,1.3767656368,1
27.3683269949,1004.6377191402,64.4252694782,17.696784376,12.9457458112,0.6499174273,1
26.9170055809,1001.6675770518,88.8014614618,14.6172144933,15.854488867,0.8456959935,1
26.7263908672,1007.25351684,83.3356717906,11.0127712515,23.9456667922,1.086229832,1
28.0235547155,998.343627063,60.7244073528,18.0818586342,16.3026636718,1.4224993812,1
28.8289545373,984.5761712874,83.0515344067,14.1007256957,19.7288847125,1.4255685129,1
27.8033574856,983.3971413752,99.3936479585,17.5834712967,23.4168376523,1.0188380571,1
28.365101743,991.9700811161,62.1904655529,10.0279586247,5.0926404601,0.8981686936,1
28.1495824118,1007.5956684924,73.8538397746,10.2042980284,14.0443588178,0.9524395161,1
26.5634280815,985.2916095952,79.9347109096,11.2838817426,12.2478779823,1.1322642879,1
26.0523778264,999.9061211605,67.1214386748,19.416054762,13.2924824745,1.4968742518,1
28.0087800413,997.8615505196,62.6830590955,16.249407056,22.9610857888,0.6906877207,1
26.1461986714,994.1620083533,82.5936453305,5.9856295914,14.065776695,0.9407627469,1
27.6030522435,996.7892099392,66.2096098372,7.7289219574,23.9223092427,0.7707446731,1
28.575998173,992.2620251329,61.0154542264,7.3422889605,18.1784788382,0.7219721619,1
26.9242991864,1000.156782308,60.7884215102,6.5616287298,8.5708932411,0.738182781,1
26.397765571,987.29516573,88.8906772742,17.8354470216,12.9436705924,0.7049842954,1
27.172590921,1006.8900745556,60.5200769404,6.2826279628,5.5306440775,1.083041561,1
27.6856982024,1006.7801513323,92.6977424695,10.1272602755,12.5938481633,0.7680636408,1
28.4965956314,992.2823495657,82.0818872341,11.541897937,23.9690661392,0.6401131758,1
29.4738719036,994.6229359475,95.7820890758,16.9978288392,5.4493861664,1.0416342147,1
28.5339128793,987.736630563,65.5742429629,17.523953552,15.5138036461,0.7723073265,1
26.0735627062,1007.4289641968,64.7100433156,13.6477471327,16.0835600503,1.3297418037,1
26.825685087,980.3298748598,65.4754252028,18.5002796277,16.9482620434,1.1650366745,1
26.7014851145,1007.4323583778,76.7508209957,10.7470779237,5.9393193355,1.2380336164,1
26.3311946717,998.094563284,69.8139643873,10.8394342106,12.1134543293,0.7971217156,1
28.2656185612,994.281512066,86.5468466145,19.0524460899,9.2988075718,0.7622640443,1
28.3803117228,981.5427744045,79.854649888,13.9526427338,20.4182440749,0.5751377817,1
28.9127550248,994.8647394862,87.5360958571,11.5224100791,21.3820463535,1.1946964709,1
27.0885805489,997.7069200061,74.4389558776,6.3737310999,7.7363726184,0.946005773,1
26.7405317154,996.2570284214,94.9178334351,15.9833732961,18.1756673342,1.3491956516,1
26.9986720354,994.6827489093,68.8483776728,19.8150201199,5.7885362274,1.4252483174,1
26.7223013805,997.0383569166,96.6195319035,5.5091896788,10.9469801475,1.4710582452,1
29.7770659565,994.2264264997,94.4817060396,17.668240978,21.578309483,1.0962698785,1
26.9200353492,983.6170065733,63.0781280652,15.4443316382,19.4953354306,0.8152903378,1
28.1579651695,1003.7216949452,72.7501001173,14.3883706466,17.3172637636,0.5244007816,1
29.4803954956,980.6380823255,94.9880669074,12.9340570104,20.9756647155,0.8507118155,1
29.0687531557,992.0579274083,79.1950248122,14.4125819483,24.681669384,0.9177667822,1
27.6854280091,1002.1274690477,69.5510858307,6.657111697,10.7447798331,0.733607751,1
26.1683727585,980.536218042,99.5088955894,11.416597006,18.5929456539,1.449961184,1
29.1453800577,982.6823300694,76.7032310314,18.1867746134,14.348030225,0.6670339461,1
29.9646745045,986.9501510415,97.7092709654,14.7446997349,15.2537702203,0.676528032,1
26.8819448363,985.5931478643,91.1833789427,10.2518788875,24.3820526028,1.4277522832,1
29.9796312906,985.2168574766,75.8496807561,16.3735771356,8.0779181268,0.7244405718,1
26.8952704593,996.1092326868,83.7175973937,13.7012931176,22.5492172526,0.6295149213,1
29.5549923195,1008.6695449469,94.4851046906,17.1427411209,16.0171474122,0.9084532131,1
27.490754068,987.7926135128,88.9368045475,12.4381360262,9.403664039,0.5761308595,1
29.4048276562,994.8543958104,79.2234630931,13.8861167699,11.956184158,1.065731964,1
27.0681130807,1006.3588995907,91.8970408643,14.8767775199,22.3458840192,1.3370133284,1
28.7898858467,1000.4042231528,84.7444551286,16.2907495934,22.617415184,0.529247283,1
29.3032670023,983.8660960242,73.4047541704,16.1526238444,21.3593404824,1.0074677338,1
26.0255434869,988.6111439952,84.677076735,19.7177926704,10.1960716213,1.0399853797,1
29.1193815806,983.2094191648,90.4411161001,13.1189986801,11.8374433208,1.4320281055,1
26.410038912,1008.1168546171,87.515428892,6.0175558866,19.1634417729,1.0821704602,1
27.3835322278,998.627465533,61.8296813525,18.0730520923,24.3775571057,0.6300862401,1
29.0330527837,980.7376074938,60.8849420612,9.8541532872,20.4081483562,0.9459027064,1
27.0945066651,1009.9137350047,77.0472520894,11.7708053649,20.896190975,0.7207696128,1
26.3295241825,1000.4149790623,86.1804485712,9.098892905,8.0211578356,1.4436159202,1
27.6789092677,999.1557784299,75.9037759185,9.1132280352,13.1866801263,0.7299546059,1
26.8524188161,980.9340224865,86.066673015,10.5278951559,14.4641981338,0.6855255157,1
29.4744926718,1003.2979055838,90.8368737858,17.6717484218,17.5244064326,0.5325261795,1
29.6833913913,998.4995094356,91.861491639,12.2228352727,7.5037158441,0.9303058949,1
26.8020989068,994.7478364022,62.568357483,13.7295710287,20.9511820127,0.9552201491,1
26.0464821596,982.1734066338,75.6997422563,12.1990825208,10.8332515742,1.3601223972,1
29.1194039556,981.1885647605,79.2202778903,6.5739526763,24.7332518653,0.9988881535,1
28.4726229373,1001.0739491163,82.3859473395,5.1465627113,15.3542328677,0.8506269312,1
26.1328124352,982.3573549147,75.8769310481,6.9907363106,18.7892993827,0.7001502442,1
26.669930329,983.13703521,85.4572099817,15.5971358973,23.7242449249,1.0412963353,1
28.8362420778,1006.1290737124,88.5634772853,17.025921246,21.2965022749,1.3948166561,1
28.1903695046,1004.5189330989,78.0927313807,14.6536654279,19.6317904351,0.560352084,1
26.988412936,984.7863404034,94.8713426637,8.2882098104,11.7379158354,1.2896985071,1
28.634831102,994.9458714936,82.2145420375,15.7880266741,24.9266783211,1.1503256863,1
26.7981698037,1000.4068472729,62.8879363592,5.4597875331,14.2524591348,1.2271690698,1
28.9708260848,992.7648000334,73.8373997019,10.5655814448,5.8021838282,1.0786754086,1
27.7544616768,1001.7577298125,79.466757657,18.1013485712,13.4344185375,1.0923503286,1
29.6494533825,986.3198656702,84.9186633425,14.4734033014,7.6313537025,1.4090325207,1
26.7187324355,987.1262997477,98.8558037617,7.7146542906,14.845557129,1.3707499013,1
27.78122102,995.4445206179,74.369334776,13.8942627715,12.821630733,0.7581334327,1
28.6269466582,989.7557019267,90.9389250275,6.9631049108,14.0757908277,0.5734967473,1
26.6790316204,995.5932184567,73.4801270573,17.4332504882,9.9742854518,1.2067772169,1
26.6681676316,985.0285764887,61.4668570773,16.046030226,14.492617515,1.305670153,1
28.3414174576,1006.0481384154,68.2336484015,6.678794291,6.1417371218,1.4366056923,1
26.1573741627,983.6632974203,78.0879611313,19.0081252629,15.1446961738,0.648343201,1
29.9465204918,1008.9535608931,60.1975992374,19.2771767813,22.3583658904,1.0155960286,1
27.955386321,1000.0059277264,65.5860501903,5.4496038481,19.0936152547,1.1734324333,1
29.8796481844,982.8170214737,86.904084729,11.6562532896,8.5429957889,1.3381152896,1
29.7784568779,1000.4974408487,79.8869905603,14.267708603,16.4121949328,1.4309486955,1
28.7581070041,1000.2954015733,68.6270060959,14.8832820535,18.0246595408,1.1578453046,1
29.9976549031,981.4463611658,99.0869673689,11.1036194108,20.6477096812,1.2384492093,1
29.5140622452,992.1242096495,73.0813264625,15.0139007835,20.2457026955,0.9355833148,1
29.2713368647,983.6062716611,81.7795639184,5.0863799075,12.3292306974,1.1954672067,1
27.5542324051,993.4608086787,69.501765235,10.5987768744,6.4639184754,1.1682127986,1
28.477961384,993.904821314,75.1914312072,17.9500047436,14.5836375526,0.8412478276,1
27.5207824751,991.9646834269,83.2068947691,13.0040382009,20.2976652308,1.2181230762,1
29.8220947838,980.5469774803,67.8311194273,5.1134431247,22.960610979,1.4270345448,1
26.2410695612,1008.0330808042,74.0649074896,6.5213124267,10.1355313544,0.8072899649,1
29.2121035913,996.1748383003,72.4523079662,14.1550067497,10.4524800147,0.6218860933,1
26.7245973981,1000.433535619,67.2575339078,12.877450755,7.1375384619,0.7565627837,1
29.851707501,994.5063694016,92.239701991,13.2533981323,17.6630275119,1.1016118201,1
29.2767554377,1006.5261939005,69.123190878,8.1806725986,13.2205693961,1.4000231234,1
27.4136855172,987.1061167692,91.2210206098,9.1220905332,13.474765073,0.5955353138,1
28.4954372987,993.5530303621,83.464338527,7.5202131162,22.2559415509,0.5957145555,1
26.0945543442,999.2591450133,84.2837614436,13.2004611907,12.8181199181,0.9967668589,1
29.9511420809,984.0931925767,87.8057821619,11.0647815216,19.3519553132,1.4912559937,1
26.5135771578,983.1232894815,88.9735526851,13.6758037551,6.5883873798,1.3941908747,1
26.7674692989,989.7011468635,69.0662560891,10.3249445875,15.3811958182,1.3003565078,1
26.9348483276,996.2003574381,95.2031635025,14.7631605357,11.4866750623,1.1694869552,1
29.9765574449,999.8551756955,82.3113366948,15.9597576536,6.202846852,1.4576252845,1
26.7012117694,1000.7001467246,68.0373475464,13.0374152671,14.0074187252,0.8475715242,1
28.6596468979,1003.8634988237,97.0871127792,8.5196312278,8.0483202666,1.4270009679,1
28.1598285211,1005.2609988313,80.8383190909,14.35378532,20.1054084099,1.3260676303,1
29.1281123507,1001.2623409323,61.446415221,9.5469253392,12.2027281494,1.436957823,1
28.2152089628,989.1657293197,75.879260683,11.7080381076,15.3135885539,0.9969634829,1
29.9686320593,1005.5427487324,68.3404205743,18.9589282197,21.3489941698,1.3779743204,1
29.4722267604,1004.1777620035,91.6012174523,9.5701870865,13.0596035753,1.1949510889,1
27.3843989062,1009.2683060258,85.6388830938,17.3372084545,22.2402896455,0.9870619188,1
28.425011751,1002.9442940271,66.9935450904,12.538491147,7.9274798432,0.5681723094,1
26.1032476278,984.0549886746,98.5246044636,13.2429430384,13.6499575666,1.0061418628,1
27.7580467545,983.1699405279,85.6330525876,8.2405727376,18.004021848,0.5613496271,1
29.1230463443,993.7940127131,62.3265518202,19.9229947575,18.9007045772,0.7391801042,1
26.5689974747,983.6415481827,72.1310059027,6.5156871652,6.2458359626,1.4966968539,1
29.255881078,998.4565831469,72.2501448315,14.3584375444,13.5216676778,1.3866042152,1
27.7991385953,985.8386753546,74.7103740351,11.2119462879,19.6722876112,0.5110312644,1
27.6646159927,994.4403245491,60.7676910729,8.8971981312,7.7421941146,0.715201872,1
26.0484830986,987.236043728,99.0349501964,17.0230566782,14.7570808785,1.047959489,1
27.8175093382,1005.3307124822,63.9233032314,12.3236170553,11.4935185378,0.9760181294,1
27.5035531406,991.8342883571,78.3778707362,16.7752481576,24.1066937301,0.8154068957,1
28.7525388243,993.1280937217,70.1868248818,17.6130736914,23.0352398427,1.1372014768,1
28.6374156888,1006.8535322212,85.4667872867,14.2090037714,15.3681604389,1.2374337687,1
28.0488876833,1000.4068333763,61.6669160241,6.2718802407,6.44168672,0.5121084752,1
29.8260055932,1002.1252507838,74.1300563401,9.4480337193,20.4930706236,0.6851955679,1
26.6964373413,982.9518694914,86.4121087881,16.4655899333,5.4188992206,1.4678600348,1
27.1817791099,1003.0766944352,84.9865427542,10.7290945948,7.4277283632,1.2746337806,1
28.5756170142,995.9090639975,61.6780489373,19.5273316639,10.856440734,1.1018815896,1
28.3296906328,1002.4421953829,92.4707915236,14.84717911,11.7653501199,0.7246156118,1
27.4886680954,992.9623064883,77.5761995878,14.1940937374,9.8138542367,0.6974704899,1
29.5476996008,999.3743243797,71.4362715696,17.2392040845,21.9302867738,0.7522410202,1
29.020167715,993.8161849182,93.6799421156,15.9273601574,18.1232367536,1.0450269189,1
29.9386789581,1008.1216419949,61.7269494319,7.4722222359,19.5195981997,0.7135113663,1
28.0234107718,1005.2210908403,89.3120617907,13.1335580824,15.1672109383,1.0650219929,1
28.7555412082,1006.1996874758,85.4516541592,16.4168230556,14.2311494884,0.7466788645,1
28.9058468605,1009.7542985405,63.9671239835,11.0224147379,9.0807126926,1.233071296,1
28.463941801,985.6407420385,74.2153827474,16.7568767673,5.1045922709,0.5353113549,1
28.9829351309,986.074416805,98.3229392048,10.5191112695,7.9777610066,1.3766507618,1
29.9853373505,991.0492859152,77.9444252382,15.831064073,16.8608866837,0.9126218408,1
28.782472586,980.0965479081,84.7835734984,10.3323951566,6.8598127965,0.9809728899,1
28.5693021036,981.9456078345,83.1993514971,13.4222688194,17.0697533319,1.3049889997,1
27.0792828805,1004.7514823054,79.9302272905,6.155874187,11.6847663739,1.2076809347,1
29.1544598587,995.5180716932,77.6079599182,7.2117879006,13.6803873235,0.7206119527,1
28.3929011763,1002.0698934272,99.9339004557,18.9966999702,13.4249610659,1.2856516181,1
26.4733447637,992.2971466909,93.5920914254,10.757494279,16.7553872172,0.8622354417,1
27.338045155,980.785901256,60.9676705557,17.4754556551,15.3615753248,1.4406792451,1
27.0371870355,992.8897043822,94.9092100194,17.6290035019,21.0528661959,0.9829688721,1
26.5339198897,982.4180454127,89.117572279,12.4469172853,19.590164573,0.6589081677,1
28.4409005979,984.0606224683,90.0550034412,14.854327344,6.3791603271,0.7821870747,1
27.0468227349,987.4093639722,96.2501832208,8.7431929977,20.1879652484,1.276710557,1
26.2614646303,994.6271358102,61.3445440073,5.9397980518,7.7849074224,0.9110956026,1
27.389373305,1006.9950003706,60.872935871,14.9568452926,16.2033636692,0.5522578793,1
27.6751732763,987.8047337289,89.2328385992,19.7194563575,18.0834920295,1.0653302546,1
27.8557299468,1009.160159889,84.3410909079,10.2425955813,8.0249365747,0.7509666613,1
29.4024642314,996.8366836485,80.935636455,6.721533078,19.4562860642,1.2078350972,1
28.1741528694,982.4517603724,78.3320256611,12.270444307,23.91396294,1.1690223373,1
27.849182244,992.3529662475,86.038938686,13.1814780411,15.2500529754,0.9592398776,1
26.2078263102,1003.5883459815,68.0545512854,8.8793125233,11.6043012974,1.0193858595,1
26.8195250966,1006.3349023446,95.1832741981,18.0586763757,14.0247868836,1.2720124763,1
26.1086696849,981.9561377378,78.5572550725,18.6383030879,14.9562501607,1.1567801047,1
29.2884126424,991.4126002252,91.024474037,19.4671498085,15.4665926239,1.292854419,1
28.3103734635,999.0374725265,91.9165663846,10.9395570899,15.6605773449,1.1958991182,1
29.1730454018,989.502850312,94.28717028,18.5921488215,24.6704294543,0.7020156684,1
26.736899357,1006.8196913002,86.171702093,7.2815642483,17.3059605014,1.3824163684,1
29.2144141418,995.1562032073,98.6850646104,11.2664146891,18.3583999761,0.6659548953,1
29.5277110332,992.8246906376,66.4893362313,5.1891127996,15.5479924425,1.390258053,1
26.3176263386,1001.9448947102,67.4964777639,17.8726557974,15.8158750997,0.8143501132,1
27.8846715957,1004.6491069313,78.3706078869,10.3669739799,21.5649850487,0.6737615931,1
28.8480560813,1004.7793463813,64.0254991409,8.5981116913,11.9588282316,1.248826337,1
28.6045903395,998.6278570244,74.0949978644,17.6217132963,24.5820987603,0.6262647416,1
28.7047102483,989.753120463,87.4530878674,6.0446172224,22.1147451781,1.3370411252,1
27.1171043538,999.2864573018,87.7660229404,12.6898212972,9.2528875274,0.8039464012,1
28.6126511621,1008.1491445535,94.8481792905,16.490971648,18.2996980695,1.4071950307,1
28.6829292476,996.8132189294,64.4395787685,11.7058331571,22.2912721905,0.880400549,1
29.907201314,983.3216177998,76.9019371325,5.6303701276,23.361531044,1.3583416768,1
27.1688729218,1007.3231048493,90.1584761439,17.0736016526,24.2562071415,0.8047510954,1
29.3175786594,988.4456359524,94.9101535826,6.6887058562,15.8139695329,0.7418938283,1
26.0496161451,994.0630389639,72.0506104304,13.9753622645,10.9983822301,0.548142836,1
29.6115799808,1005.5679162317,86.7121873291,13.8983235516,8.7066035906,0.7395101699,1
29.1783131148,981.0401080018,83.3122734033,19.9315627429,15.4289137809,1.3313735144,1
28.3959140327,983.4479899118,63.7542913929,18.6444022915,21.5857359863,1.071772352,1
28.069785407,992.9128223096,72.6778635116,11.5189394129,17.0384686203,0.9433800144,1
28.4283583149,998.9392265928,83.6678864923,15.5395065963,15.2472755509,0.8845113276,1
27.9506682745,999.5667277864,98.0212421034,14.0097659982,15.1253211899,0.5709322161,1
27.0175663234,990.8555927962,78.8997342003,5.6847311825,10.5362861558,0.8313470071,1
27.9281642324,985.8829313822,84.431202843,9.2102482327,15.3314525689,0.5076640326,1
26.8762752364,981.101640875,64.3210301652,10.0829097401,16.4409728674,0.7934888232,1
29.7270148777,991.9104512371,63.4837106718,14.2559977418,11.904462856,1.3742225247,1
27.9741863214,1001.067762981,99.71267356,6.9723367985,12.891521512,0.9110210753,1
29.6304440102,1001.420979334,84.3162085636,9.6405907679,24.1012102297,0.5015651052,1
28.5456054807,981.5340614433,70.3042888133,5.8928705052,18.7317982699,0.883838883,1
27.8249460358,991.0715906528,64.8410000194,11.2842168528,6.4201532907,0.8547712918,1
29.7669028465,1000.0571794017,87.1467982669,10.4287998626,5.2026236806,1.4132869476,1
28.4502938734,1006.210957804,88.9589222186,6.8083762461,6.3288768871,0.6421371238,1
26.0468264429,992.6610278038,71.8016283062,12.290007407,5.8747814462,1.0586423965,1
27.3726694127,1001.8752046265,86.0916659437,17.6840654448,13.5986215478,0.7753811743,1
27.2252539951,1003.6695547976,77.8567806561,16.9757051078,22.1512467532,0.9309852205,1
27.2754672733,997.4659623978,74.8468969375,14.016112502,18.7681003698,0.6668602017,1
27.7221173538,984.2778243225,95.6038814074,10.1881619111,5.5089551981,1.1369023175,1
27.3624166663,982.1513566654,76.3851557958,9.668262426,17.1155849891,0.7178925543,1
29.9521438646,993.6200486359,87.5309694312,7.1082945137,5.5507343974,1.4640174071,1
27.5368268519,981.1698803772,61.2382316368,10.8198013992,5.4670419266,0.9585230089,1
27.1569790879,1007.0024954905,64.645558408,19.3387824343,22.7680734462,1.3267073597,1
29.9360526528,988.6521631346,98.4454194163,10.8422284235,11.8077420851,0.6541450432,1
28.2148459414,996.2511443723,90.4760725042,17.5047494291,11.046664987,0.6946238367,1
26.2305903288,990.273439365,70.8099076852,19.496260788,11.9455407806,0.6391967013,1
27.7761749968,998.7870296426,79.5559132717,11.0266820098,22.606295243,1.0693773612,1
28.4826419193,986.0393632347,75.8055097306,5.5918929934,15.8604916792,1.4640288472,1
29.6378184437,1001.6642970637,81.3354651506,18.0495373947,20.8101958855,1.2942106625,1
27.103070273,1006.3127174306,97.761683753,7.2319395411,24.6197475633,1.3635475225,1
28.3549260885,991.2598972376,71.431342221,8.0483463663,12.7308101365,0.99232548,1
28.3091161169,1005.9673143687,99.2295737433,11.1137631286,20.2905558931,1.4560471436,1
26.8018980621,983.2779263093,94.1584786782,11.5872472495,22.8618041039,1.383464763,1
27.7932762215,995.3129746701,85.0637004437,18.895739101,14.5368693664,1.2227069577,1
28.7701297261,984.0330538822,71.9758235349,10.3807328813,10.5751974483,1.457448019,1
26.0354531405,1009.9346256705,87.0728519543,17.4270394917,5.2863055533,1.334144597,1
28.9619045278,984.285508619,90.1371168903,16.5338417316,20.3223186559,1.1136041142,1
